H.伝票番号,H.集計対象営業年月日,H.集計営業年,H.集計営業月,H.集計営業日,H.曜日,H.伝票発行日,H.伝票処理日,H.客数（合計）,H.客数（男）,H.客数（女）,H.総商品数,H.伝票金額,H.伝票税額,H.値引金額,H.支払金額（現金）,H.支払金額（クレジットカード）,C.客層,D.オーダー番号,D.商品カテゴリ1,D.商品カテゴリ2,D.帳票集計対象商品,D.サブメニュー,D.価格,D.数量,D.オーダー日時,D.配膳済日時,D.オーダーキャンセル日時,D.商品ID,D.商品名,H.店舗ID,H.店舗名,H.テーブル番号ID,H.テーブル番号名,注文時間,滞在時間,客構成,男性比率,店舗名,都道府県,営業開始時間,営業締め時間,サービス料金掛け率,席数,平均気温(℃),降水量の合計(mm),平均風速(m/s),雨フラグ,天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時),平均湿度(％),最高気温(℃),最低気温(℃),曜日,週末,祝祭日,特別連休,特別連休＆隣接休日,連休○日目,○日連休,祝祭日名,特別連休名,特別連休名（隣接含）,翌日が休日,入店時間,退店時間,1700-1730,1730-1800,1800-1830,1830-1900,1900-1930,1930-2000,2000-2030,2030-2100,2100-2130,2130-2200,2200-2230,2230-2300,2300-2330,2330-2400
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,42,ドリンク,ドリンク,Yes,,380,1,2018-06-01 18:33:32, , ,00000000819,ソーダ,003,大和乃山賊,000000017,掘りごたつ5,0 days 01:37:34.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,43,ドリンク,ドリンク,Yes,,380,1,2018-06-01 19:06:23, , ,00000000819,ソーダ,003,大和乃山賊,000000017,掘りごたつ5,0 days 02:10:25.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,22,ドリンク,ドリンク,Yes,,380,1,2018-06-01 17:19:12, , ,00000000819,ソーダ,003,大和乃山賊,000000017,掘りごたつ5,0 days 00:23:14.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,27,ドリンク,単品 果実酒,Yes,ロックx1,620,1,2018-06-01 17:33:42, , ,00000000741,あらごし桃酒,003,大和乃山賊,000000017,掘りごたつ5,0 days 00:37:44.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,41,ドリンク,単品 果実酒,Yes,ロックx1,620,1,2018-06-01 18:28:43, , ,00000000741,あらごし桃酒,003,大和乃山賊,000000017,掘りごたつ5,0 days 01:32:45.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,40,ドリンク,単品 果実酒,Yes,ロックx1,620,1,2018-06-01 18:28:43, , ,00000000740,あらごし梅酒,003,大和乃山賊,000000017,掘りごたつ5,0 days 01:32:45.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,19,ドリンク,単品 ウィスキー,Yes,,450,1,2018-06-01 17:08:17, , ,00000000730,ハイボール,003,大和乃山賊,000000017,掘りごたつ5,0 days 00:12:19.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,28,ドリンク,単品 ウィスキー,Yes,,450,1,2018-06-01 17:33:42, , ,00000000730,ハイボール,003,大和乃山賊,000000017,掘りごたつ5,0 days 00:37:44.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,35,ドリンク,単品 ウィスキー,Yes,,450,1,2018-06-01 18:04:00, , ,00000000730,ハイボール,003,大和乃山賊,000000017,掘りごたつ5,0 days 01:08:02.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
No:201900300001051,2018-06-01 00:00:00,2018,6,1,金,2018-06-01 16:55:58,2018-06-01 19:31:29,5,4,1,49,27104,1994,0,27104,0,登録なし,37,ドリンク,単品 ウィスキー,Yes,,450,1,2018-06-01 18:28:23, , ,00000000730,ハイボール,003,大和乃山賊,000000017,掘りごたつ5,0 days 01:32:25.000000000,0 days 02:35:31.000000000,"男 : 4人, 女 : 1人",0.8,大和乃山賊,奈良県,1700,2400,0.0,54,19.4,0.0,2.0,0,晴一時曇,快晴,69,25.8,14.4,金,0,0,0,0,0,0,,,,1,1655,1931,5,5,5,5,5,0,0,0,0,0,0,0,0,0
